x,y,subject,stage
-55.215,2.297,SC4341,REM
-53.49,7.487,SC4341,REM
-55.501,0.869,SC4341,REM
-55.8,2.591,SC4341,REM
-55.795,1.415,SC4341,REM
-55.277,2.671,SC4341,REM
-55.543,2.245,SC4341,REM
-51.066,0.203,SC4341,REM
-54.806,3.072,SC4341,REM
-55.649,5.766,SC4341,REM
-54.662,0.003,SC4341,REM
-31.943,-23.535,SC4351,W
-33.354,-23.554,SC4351,W
-34.891,-24.016,SC4351,W
-31.693,-22.977,SC4351,W
-33.407,-23.081,SC4351,W
-32.63,-24.547,SC4351,W
-37.316,-18.212,SC4351,W
-34.402,-24.011,SC4351,W
-42.646,-22.168,SC4351,W
-33.637,-23.576,SC4351,W
-30.227,-23.963,SC4351,W
-36.709,-24.676,SC4351,W
-34.599,-24.09,SC4351,W
-32.653,-24.645,SC4351,W
-32.332,-22.499,SC4351,W
-33.814,-22.985,SC4351,W
-40.359,-24.244,SC4351,W
-31.117,-22.54,SC4351,W
-34.436,-23.866,SC4351,W
-32.639,-22.922,SC4351,W
-37.363,-24.805,SC4351,W
-33.951,-23.186,SC4351,W
-38.494,-23.449,SC4351,W
-36.552,-18.785,SC4351,W
-32.395,-24.749,SC4351,W
-33.506,-23.327,SC4351,W
-32.558,-24.24,SC4351,W
-31.242,-23.965,SC4351,W
-33.036,-23.811,SC4351,W
-35.7,-25.321,SC4351,W
-32.243,-24.765,SC4351,W
-31.573,-24.937,SC4351,W
-31.233,-24.446,SC4351,W
-31.582,-22.597,SC4351,W
-31.295,-22.343,SC4351,W
-33.596,-24.115,SC4351,W
-31.68,-24.978,SC4351,W
-36.83,-18.306,SC4351,W
-32.154,-24.186,SC4351,W
-38.031,-18.208,SC4351,W
-36.404,-24.227,SC4351,N1
-38.994,-23.19,SC4351,N1
-39.152,-21.106,SC4351,N1
-36.592,-25.174,SC4351,N1
-44.546,-22.278,SC4351,N1
-38.791,-23.844,SC4351,N1
-39.115,-23.041,SC4351,N1
-37.874,-23.813,SC4351,N1
-39.786,-23.335,SC4351,N1
-39.858,-21.431,SC4351,N1
-37.934,-24.523,SC4351,N1
-38.539,-22.531,SC4351,N1
-41.185,-20.872,SC4351,N1
-37.626,-23.963,SC4351,N1
-39.77,-21.271,SC4351,N1
-40.676,-22.786,SC4351,N1
-38.834,-23.761,SC4351,N1
-38.053,-18.194,SC4351,N1
-41.148,-20.78,SC4351,N1
-39.04,-23.031,SC4351,N1
-39.948,-23.327,SC4351,N1
-39.618,-23.483,SC4351,N1
-38.875,-22.418,SC4351,N1
-36.492,-24.146,SC4351,N1
-40.721,-18.095,SC4351,N1
-37.713,-24.642,SC4351,N1
-37.394,-24.521,SC4351,N1
-36.957,-24.271,SC4351,N1
-39.795,-22.735,SC4351,N1
-38.11,-22.933,SC4351,N1
-39.623,-21.036,SC4351,N1
-39.119,-22.495,SC4351,N1
-40.944,-17.243,SC4351,N1
-40.179,-20.45,SC4351,N1
-43.901,-18.081,SC4351,N1
-44.734,-19.981,SC4351,N1
-42.49,-21.479,SC4351,N1
-38.367,-24.238,SC4351,N1
-41.111,-21.676,SC4351,N1
-41.264,-21.458,SC4351,N1
-42.214,-21.232,SC4351,N2
-43.954,-15.909,SC4351,N2
-44.193,-16.703,SC4351,N2
-44.791,-16.076,SC4351,N2
-44.214,-15.639,SC4351,N2
-41.789,-20.492,SC4351,N2
-41.998,-21.237,SC4351,N2
-43.285,-17.482,SC4351,N2
-44.794,-17.339,SC4351,N2
-42.388,-21.016,SC4351,N2
-42.249,-18.299,SC4351,N2
-40.173,-20.397,SC4351,N2
-43.48,-17.007,SC4351,N2
-43.996,-17.282,SC4351,N2
-41.637,-17.099,SC4351,N2
-43.858,-20.398,SC4351,N2
-44.402,-18.754,SC4351,N2
-42.596,-19.577,SC4351,N2
-39.198,-23.08,SC4351,N2
-43.806,-20.245,SC4351,N2
-45.929,-16.677,SC4351,N2
-44.045,-19.778,SC4351,N2
-44.869,-17.504,SC4351,N2
-47.785,-17.163,SC4351,N2
-41.319,-21.97,SC4351,N2
-42.9,-17.54,SC4351,N2
-44.466,-16.593,SC4351,N2
-43.395,-15.904,SC4351,N2
-44.455,-21.169,SC4351,N2
-47.778,-13.181,SC4351,N2
-47.839,-15.384,SC4351,N2
-42.891,-16.345,SC4351,N2
-43.926,-15.48,SC4351,N2
-45.64,-17.719,SC4351,N2
-43.852,-20.248,SC4351,N2
-45.45,-16.358,SC4351,N2
-41.268,-18.088,SC4351,N2
-48.613,-13.549,SC4351,N2
-47.402,-12.995,SC4351,N2
-43.675,-16.174,SC4351,N2
-47.698,-18.618,SC4351,N3
-50.428,-18.393,SC4351,N3
-47.68,-14.912,SC4351,N3
-47.126,-18.681,SC4351,N3
-45.64,-16.959,SC4351,N3
-48.363,-14.829,SC4351,N3
-45.67,-21.118,SC4351,N3
-47.802,-14.933,SC4351,N3
-48.833,-15.952,SC4351,N3
-47.489,-14.474,SC4351,N3
-46.996,-14.61,SC4351,N3
-49.025,-13.644,SC4351,N3
-48.512,-14.205,SC4351,N3
-48.274,-13.202,SC4351,N3
-46.615,-20.636,SC4351,N3
-47.608,-14.559,SC4351,N3
-47.827,-13.412,SC4351,N3
-45.391,-19.99,SC4351,N3
-50.351,-18.236,SC4351,N3
-47.03,-14.638,SC4351,N3
-47.142,-13.355,SC4351,N3
-47.945,-13.117,SC4351,N3
-48.873,-14.936,SC4351,N3
-49.161,-14.736,SC4351,N3
-44.944,-17.901,SC4351,N3
-49.113,-16.338,SC4351,N3
-49.166,-15.545,SC4351,N3
-48.445,-16.747,SC4351,N3
-48.477,-13.105,SC4351,N3
-45.922,-19.32,SC4351,N3
-45.095,-20.397,SC4351,N3
-48.481,-12.854,SC4351,N3
-48.288,-13.35,SC4351,N3
-48.066,-12.96,SC4351,N3
-48.117,-14.951,SC4351,N3
-48.249,-13.61,SC4351,N3
-45.954,-15.832,SC4351,N3
-45.378,-18.131,SC4351,N3
-47.106,-18.163,SC4351,N3
-48.741,-13.059,SC4351,N3
-39.024,-14.314,SC4351,REM
-41.167,-18.629,SC4351,REM
-38.833,-18.454,SC4351,REM
-43.8,-17.113,SC4351,REM
-39.259,-13.649,SC4351,REM
-39.246,-14.094,SC4351,REM
-40.044,-15.082,SC4351,REM
-39.732,-14.227,SC4351,REM
-44.195,-15.843,SC4351,REM
-39.394,-13.739,SC4351,REM
-46.264,-20.115,SC4351,REM
-39.488,-13.403,SC4351,REM
-39.335,-13.82,SC4351,REM
-39.295,-13.858,SC4351,REM
-39.709,-19.672,SC4351,REM
-41.848,-18.785,SC4351,REM
-43.834,-15.732,SC4351,REM
-39.96,-15.064,SC4351,REM
-39.259,-13.781,SC4351,REM
-39.541,-13.372,SC4351,REM
-45.257,-15.383,SC4351,REM
-39.971,-15.508,SC4351,REM
-39.757,-14.437,SC4351,REM
-42.569,-16.504,SC4351,REM
-7.983,-1.884,SC4371,W
-7.618,-0.793,SC4371,W
-2.18,4.499,SC4371,W
-5.904,-1.979,SC4371,W
-6.785,-0.573,SC4371,W
6.902,-9.004,SC4371,W
-0.391,16.762,SC4371,W
-7.926,-0.178,SC4371,W
-6.572,-0.538,SC4371,W
-30.125,-64.546,SC4371,W
59.841,-7.631,SC4371,W
-2.965,3.194,SC4371,W
-5.675,-1.715,SC4371,W
-8.03,1.627,SC4371,W
-6.966,1.047,SC4371,W
6.916,-9.077,SC4371,W
-8.789,-1.782,SC4371,W
-8.173,-1.666,SC4371,W
-8.112,-2.686,SC4371,W
-7.362,0.418,SC4371,W
-7.017,0.12,SC4371,W
-7.996,-1.064,SC4371,W
-6.52,0.202,SC4371,W
-32.953,13.686,SC4371,W
-4.987,-1.528,SC4371,W
-7.011,0.319,SC4371,W
20.593,-23.482,SC4371,W
-7.555,-1.976,SC4371,W
-9.39,-1.812,SC4371,W
-5.657,0.596,SC4371,W
-4.474,0.651,SC4371,W
-7.289,-0.231,SC4371,W
-8.283,1.579,SC4371,W
-9.318,-1.761,SC4371,W
-7.635,-2.388,SC4371,W
-7.74,-1.918,SC4371,W
-7.627,-1.488,SC4371,W
-7.559,-0.178,SC4371,W
-2.899,3.243,SC4371,W
-9.901,-1.835,SC4371,W
-51.336,12.115,SC4371,N1
-47.341,14.442,SC4371,N1
-49.272,13.857,SC4371,N1
-44.394,11.073,SC4371,N1
-47.354,12.042,SC4371,N1
-46.12,14.546,SC4371,N1
-44.035,6.442,SC4371,N1
-48.775,11.487,SC4371,N1
-46.261,10.86,SC4371,N1
-47.332,14.805,SC4371,N1
-48.535,11.236,SC4371,N1
-49.251,13.898,SC4371,N1
-47.679,13.926,SC4371,N1
-46.293,13.717,SC4371,N1
-46.863,13.827,SC4371,N1
-44.628,13.921,SC4371,N1
-46.74,16.828,SC4371,N1
-46.309,12.249,SC4371,N1
-48.75,11.801,SC4371,N1
-47.305,7.863,SC4371,N1
-46.389,17.588,SC4371,N1
-46.659,16.088,SC4371,N1
-45.888,12.354,SC4371,N1
-42.799,13.274,SC4371,N1
-46.85,15.578,SC4371,N1
-46.491,9.81,SC4371,N1
-44.151,14.064,SC4371,N1
-46.172,14.915,SC4371,N1
-51.734,6.658,SC4371,N1
-46.218,11.107,SC4371,N1
-46.834,16.093,SC4371,N1
-45.388,14.233,SC4371,N1
-46.343,17.617,SC4371,N1
-48.635,11.429,SC4371,N1
-46.174,10.849,SC4371,N1
-47.202,9.987,SC4371,N1
-45.661,13.762,SC4371,N1
-45.197,9.73,SC4371,N1
-45.684,12.955,SC4371,N1
-48.588,14.715,SC4371,N1
-48.08,9.522,SC4371,N2
-37.84,14.651,SC4371,N2
-46.214,13.62,SC4371,N2
-47.751,11.722,SC4371,N2
-45.183,15.703,SC4371,N2
-47.518,12.318,SC4371,N2
-45.253,13.91,SC4371,N2
-47.547,11.866,SC4371,N2
-37.723,16.261,SC4371,N2
-45.179,9.68,SC4371,N2
-43.696,12.33,SC4371,N2
-39.207,14.932,SC4371,N2
-44.429,10.556,SC4371,N2
-42.442,9.38,SC4371,N2
-37.598,16.355,SC4371,N2
-47.576,11.009,SC4371,N2
-44.479,14.937,SC4371,N2
-37.203,15.335,SC4371,N2
-40.093,14.801,SC4371,N2
-43.743,12.264,SC4371,N2
-43.91,8.986,SC4371,N2
-42.382,9.731,SC4371,N2
-44.794,13.141,SC4371,N2
-37.87,15.078,SC4371,N2
-43.746,8.737,SC4371,N2
-45.758,14.436,SC4371,N2
-44.625,12.156,SC4371,N2
-42.948,8.43,SC4371,N2
-44.736,11.861,SC4371,N2
-37.104,15.472,SC4371,N2
-45.454,10.711,SC4371,N2
-45.507,10.425,SC4371,N2
-45.843,9.488,SC4371,N2
-38.048,14.593,SC4371,N2
-45.604,14.246,SC4371,N2
-45.38,10.366,SC4371,N2
-36.266,15.532,SC4371,N2
-38.891,15.151,SC4371,N2
-44.847,14.811,SC4371,N2
-37.844,14.682,SC4371,N2
-37.424,16.127,SC4371,N3
-38.906,15.198,SC4371,N3
-37.999,16.32,SC4371,N3
-38.307,16.199,SC4371,N3
-37.953,27.833,SC4371,N3
-38.026,27.577,SC4371,N3
-38.745,16.42,SC4371,N3
-38.158,15.772,SC4371,N3
-37.22,16.713,SC4371,N3
-39.294,15.064,SC4371,N3
-38.345,16.351,SC4371,N3
-46.219,6.397,SC4371,REM
-45.169,10.529,SC4371,REM
-47.333,8.184,SC4371,REM
-49.329,10.524,SC4371,REM
-49.274,12.666,SC4371,REM
-46.207,8.244,SC4371,REM
-41.71,8.51,SC4371,REM
-45.796,6.916,SC4371,REM
-44.187,7.782,SC4371,REM
-47.779,5.575,SC4371,REM
-45.979,7.892,SC4371,REM
-43.239,8.473,SC4371,REM
-39.341,6.843,SC4371,REM
-38.962,6.107,SC4371,REM
-47.109,6.189,SC4371,REM
-47.555,8.248,SC4371,REM
-46.271,8.875,SC4371,REM
-47.971,5.358,SC4371,REM
-43.416,8.185,SC4371,REM
-44.413,7.569,SC4371,REM
-46.138,8.545,SC4371,REM
-45.065,11.827,SC4371,REM
-47.831,7.701,SC4371,REM
-45.528,7.587,SC4371,REM
-46.5,8.787,SC4371,REM
-44.523,7.091,SC4371,REM
-46.644,20.721,SC4371,REM
-48.171,5.802,SC4371,REM
-45.182,7.073,SC4371,REM
-44.035,7.518,SC4371,REM
-47.944,5.242,SC4371,REM
-45.148,10.699,SC4371,REM
-48.759,15.05,SC4371,REM
-43.937,8.247,SC4371,REM
-47.041,6.68,SC4371,REM
-49.267,10.445,SC4371,REM
-44.2,6.283,SC4371,REM
-46.738,6.725,SC4371,REM
-44.401,8.154,SC4371,REM
-44.066,6.606,SC4371,REM
0.858,9.431,SC4401,W
-4.155,61.005,SC4401,W
-4.43,60.521,SC4401,W
14.867,13.393,SC4401,W
42.603,13.874,SC4401,W
11.651,15.384,SC4401,W
14.813,13.38,SC4401,W
15.159,14.504,SC4401,W
-4.502,56.667,SC4401,W
13.843,16.144,SC4401,W
13.058,14.705,SC4401,W
13.248,15.318,SC4401,W
14.428,14.483,SC4401,W
13.184,15.629,SC4401,W
13.956,15.894,SC4401,W
15.149,15.307,SC4401,W
4.947,37.371,SC4401,W
14.95,15.272,SC4401,W
-2.224,23.535,SC4401,W
14.699,16.011,SC4401,W
13.55,15.682,SC4401,W
12.524,14.21,SC4401,W
-3.708,61.678,SC4401,W
11.665,15.353,SC4401,W
13.753,16.674,SC4401,W
14.219,14.509,SC4401,W
13.696,16.771,SC4401,W
14.225,15.28,SC4401,W
-4.55,56.802,SC4401,W
13.869,14.817,SC4401,W
4.912,37.505,SC4401,W
-4.58,56.705,SC4401,W
14.797,13.523,SC4401,W
13.674,14.233,SC4401,W
4.82,39.849,SC4401,W
-4.233,60.503,SC4401,W
14.13,15.441,SC4401,W
15.08,12.919,SC4401,W
13.556,14.529,SC4401,W
12.966,16.158,SC4401,W
-3.705,64.007,SC4401,N1
0.4,68.146,SC4401,N1
-3.281,67.514,SC4401,N1
-4.71,59.839,SC4401,N1
-4.98,68.388,SC4401,N1
48.207,22.057,SC4401,N1
-4.245,65.476,SC4401,N1
-4.872,59.474,SC4401,N1
-4.758,68.154,SC4401,N1
-4.041,66.199,SC4401,N1
-2.867,65.949,SC4401,N1
-3.559,70.43,SC4401,N1
48.258,22.103,SC4401,N1
-3.994,66.283,SC4401,N1
-3.352,64.563,SC4401,N1
-2.728,69.768,SC4401,N1
-4.099,69.191,SC4401,N1
-3.831,64.51,SC4401,N1
-3.465,64.964,SC4401,N1
-1.422,69.548,SC4401,N1
-3.493,68.715,SC4401,N1
-3.821,64.265,SC4401,N1
-2.379,69.591,SC4401,N1
-3.969,70.081,SC4401,N1
-4.131,66.178,SC4401,N1
-3.411,62.551,SC4401,N1
-2.829,63.193,SC4401,N1
-3.427,66.585,SC4401,N1
-3.695,63.361,SC4401,N1
-3.655,68.062,SC4401,N1
-0.404,67.864,SC4401,N1
48.338,22.088,SC4401,N1
-4.643,68.099,SC4401,N1
-3.763,65.793,SC4401,N1
-3.344,65.932,SC4401,N1
-2.31,67.084,SC4401,N1
-4.023,60.675,SC4401,N1
1.212,68.965,SC4401,N1
-4.468,67.52,SC4401,N1
-2.295,69.01,SC4401,N1
-1.163,66.737,SC4401,N2
-4.368,69.911,SC4401,N2
-3.73,67.994,SC4401,N2
0.957,70.514,SC4401,N2
1.803,68.67,SC4401,N2
1.4,67.633,SC4401,N2
-1.351,69.035,SC4401,N2
-3.279,69.31,SC4401,N2
-3.038,69.661,SC4401,N2
-4.823,68.253,SC4401,N2
-1.994,70.828,SC4401,N2
-2.04,69.023,SC4401,N2
-2.703,72.063,SC4401,N2
-3.983,70.009,SC4401,N2
1.248,67.468,SC4401,N2
-4.107,70.844,SC4401,N2
-1.68,70.376,SC4401,N2
-0.495,69.555,SC4401,N2
1.232,67.268,SC4401,N2
-3.768,68.418,SC4401,N2
1.007,70.242,SC4401,N2
-4.799,71.111,SC4401,N2
-3.513,70.897,SC4401,N2
-2.478,72.241,SC4401,N2
-4.457,70.095,SC4401,N2
2.58,68.098,SC4401,N2
-3.883,70.104,SC4401,N2
1.663,67.816,SC4401,N2
-2.581,71.497,SC4401,N2
0.099,68.088,SC4401,N2
1.979,68.995,SC4401,N2
0.251,69.163,SC4401,N2
-3.79,68.973,SC4401,N2
-2.735,71.279,SC4401,N2
-0.5,70.376,SC4401,N2
-1.066,69.546,SC4401,N2
-3.69,71.616,SC4401,N2
-0.626,70.725,SC4401,N2
-4.679,67.146,SC4401,N2
0.137,67.259,SC4401,N2
-2.025,69.571,SC4401,N3
0.193,69.119,SC4401,N3
-2.222,72.514,SC4401,N3
-3.962,71.849,SC4401,N3
0.635,67.611,SC4401,REM
-1.284,65.687,SC4401,REM
1.993,68.19,SC4401,REM
-1.167,64.318,SC4401,REM
-1.818,64.241,SC4401,REM
-0.873,62.518,SC4401,REM
-1.459,64.647,SC4401,REM
-1.245,61.87,SC4401,REM
1.331,66.175,SC4401,REM
-1.097,61.892,SC4401,REM
-1.056,63.059,SC4401,REM
1.152,66.118,SC4401,REM
-1.628,62.544,SC4401,REM
0.601,63.31,SC4401,REM
-1.298,63.476,SC4401,REM
-1.008,61.978,SC4401,REM
0.028,65.618,SC4401,REM
-0.344,65.708,SC4401,REM
-2.87,63.989,SC4401,REM
-0.125,65.735,SC4401,REM
-1.464,63.751,SC4401,REM
-1.062,63.58,SC4401,REM
-0.532,62.17,SC4401,REM
1.135,67.124,SC4401,REM
-0.206,60.889,SC4401,REM
-1.517,62.309,SC4401,REM
-0.89,62.924,SC4401,REM
0.147,66.02,SC4401,REM
-4.194,58.151,SC4401,REM
1.54,65.888,SC4401,REM
0.065,63.478,SC4401,REM
-0.39,65.057,SC4401,REM
1.257,66.641,SC4401,REM
-1.333,62.372,SC4401,REM
-0.459,62.544,SC4401,REM
1.512,65.814,SC4401,REM
-1.977,63.504,SC4401,REM
-0.431,64.785,SC4401,REM
-1.834,63.191,SC4401,REM
-0.606,62.27,SC4401,REM
43.523,22.963,SC4431,W
8.62,21.797,SC4431,W
7.443,23.093,SC4431,W
6.355,22.312,SC4431,W
58.768,22.661,SC4431,W
8.05,21.145,SC4431,W
3.09,23.51,SC4431,W
8.495,20.657,SC4431,W
5.698,22.34,SC4431,W
21.371,-20.177,SC4431,W
2.902,23.344,SC4431,W
7.358,23.716,SC4431,W
6.238,22.431,SC4431,W
8.843,22.119,SC4431,W
6.163,22.332,SC4431,W
2.938,23.461,SC4431,W
6.648,22.271,SC4431,W
44.096,36.857,SC4431,W
10.418,-12.895,SC4431,W
6.652,20.954,SC4431,W
7.866,21.257,SC4431,W
6.919,23.059,SC4431,W
43.615,22.97,SC4431,W
7.387,21.977,SC4431,W
44.152,36.822,SC4431,W
6.694,19.337,SC4431,W
20.861,-20.167,SC4431,W
7.596,21.465,SC4431,W
7.418,22.627,SC4431,W
2.979,23.499,SC4431,W
-3.628,0.726,SC4431,W
44.666,32.453,SC4431,W
8.649,20.574,SC4431,W
22.255,-22.616,SC4431,W
7.914,21.228,SC4431,W
7.583,22.773,SC4431,W
21.277,-20.254,SC4431,W
44.495,32.592,SC4431,W
21.512,-19.809,SC4431,W
8.502,20.892,SC4431,W
50.909,23.812,SC4431,N1
45.043,29.918,SC4431,N1
47.767,30.594,SC4431,N1
45.067,29.77,SC4431,N1
50.038,24.966,SC4431,N1
50.238,23.944,SC4431,N1
49.748,27.824,SC4431,N1
44.572,31.322,SC4431,N1
45.282,32.588,SC4431,N1
52.715,28.427,SC4431,N1
52.129,28.84,SC4431,N1
51.009,30.713,SC4431,N1
49.289,31.477,SC4431,N1
50.521,31.941,SC4431,N1
50.588,28.794,SC4431,N1
50.332,24.941,SC4431,N1
47.288,29.302,SC4431,N1
52.866,25.581,SC4431,N1
44.416,30.927,SC4431,N1
48.579,29.432,SC4431,N1
50.27,24.724,SC4431,N1
44.636,30.218,SC4431,N1
51.4,28.953,SC4431,N1
47.911,30.492,SC4431,N1
49.621,30.306,SC4431,N1
51.981,25.809,SC4431,N1
47.544,31.0,SC4431,N1
50.018,30.029,SC4431,N1
47.969,30.011,SC4431,N1
53.806,27.587,SC4431,N1
51.163,24.081,SC4431,N1
52.136,30.2,SC4431,N1
51.082,28.086,SC4431,N1
45.726,31.981,SC4431,N1
47.06,30.255,SC4431,N1
51.033,30.89,SC4431,N1
50.519,28.228,SC4431,N1
53.544,27.835,SC4431,N1
49.8,27.644,SC4431,N1
49.776,29.747,SC4431,N1
54.369,26.997,SC4431,N2
54.385,26.876,SC4431,N2
52.146,23.301,SC4431,N2
48.848,28.767,SC4431,N2
52.844,22.555,SC4431,N2
51.225,22.926,SC4431,N2
49.459,30.431,SC4431,N2
51.966,24.155,SC4431,N2
56.93,27.629,SC4431,N2
52.878,25.646,SC4431,N2
54.032,28.62,SC4431,N2
54.282,28.336,SC4431,N2
53.193,25.309,SC4431,N2
52.13,25.979,SC4431,N2
55.992,27.821,SC4431,N2
55.022,26.692,SC4431,N2
55.131,22.175,SC4431,N2
51.581,23.516,SC4431,N2
52.432,26.596,SC4431,N2
54.101,27.788,SC4431,N2
52.907,22.563,SC4431,N2
50.652,31.28,SC4431,N2
51.689,23.957,SC4431,N2
53.977,25.979,SC4431,N2
51.758,26.933,SC4431,N2
52.534,22.78,SC4431,N2
53.19,23.866,SC4431,N2
51.541,30.814,SC4431,N2
50.879,24.976,SC4431,N2
47.806,29.654,SC4431,N2
53.428,26.433,SC4431,N2
52.746,23.044,SC4431,N2
54.485,24.056,SC4431,N2
51.065,24.872,SC4431,N2
51.022,24.415,SC4431,N2
51.472,23.643,SC4431,N2
51.047,24.159,SC4431,N2
54.152,28.274,SC4431,N2
53.967,25.218,SC4431,N2
52.805,25.586,SC4431,N2
56.07,24.041,SC4431,N3
55.95,27.694,SC4431,N3
54.82,22.552,SC4431,N3
55.659,23.351,SC4431,N3
56.289,25.451,SC4431,N3
53.679,23.932,SC4431,N3
55.819,24.366,SC4431,N3
57.515,24.943,SC4431,N3
55.408,25.218,SC4431,N3
55.781,24.094,SC4431,N3
56.317,25.813,SC4431,N3
55.918,25.808,SC4431,N3
57.113,23.061,SC4431,N3
56.405,25.301,SC4431,N3
56.977,26.0,SC4431,N3
57.69,24.931,SC4431,N3
55.733,22.778,SC4431,N3
54.346,26.365,SC4431,N3
56.127,22.322,SC4431,N3
57.709,24.894,SC4431,N3
55.694,22.514,SC4431,N3
54.746,26.404,SC4431,N3
56.68,25.003,SC4431,N3
56.903,25.835,SC4431,N3
55.174,23.519,SC4431,N3
54.854,25.334,SC4431,N3
55.996,23.97,SC4431,N3
55.642,23.675,SC4431,N3
56.723,23.567,SC4431,N3
55.077,24.733,SC4431,N3
56.511,23.706,SC4431,N3
53.706,24.492,SC4431,N3
55.807,24.249,SC4431,N3
56.121,27.76,SC4431,N3
54.283,25.597,SC4431,N3
55.923,23.535,SC4431,N3
54.916,23.607,SC4431,N3
55.654,22.392,SC4431,N3
57.19,24.356,SC4431,N3
56.457,27.787,SC4431,N3
50.222,32.565,SC4431,REM
47.161,31.108,SC4431,REM
47.403,31.411,SC4431,REM
48.945,31.398,SC4431,REM
48.685,32.138,SC4431,REM
46.55,32.838,SC4431,REM
47.691,32.528,SC4431,REM
47.372,32.004,SC4431,REM
48.319,32.125,SC4431,REM
49.756,34.361,SC4431,REM
48.537,34.393,SC4431,REM
49.558,30.896,SC4431,REM
49.782,30.711,SC4431,REM
48.66,34.969,SC4431,REM
47.03,33.996,SC4431,REM
43.389,-18.797,SC4431,REM
46.504,32.715,SC4431,REM
49.042,31.981,SC4431,REM
50.489,33.245,SC4431,REM
49.673,32.12,SC4431,REM
50.043,33.197,SC4431,REM
49.804,34.24,SC4431,REM
48.023,31.865,SC4431,REM
48.038,33.03,SC4431,REM
49.873,32.993,SC4431,REM
48.666,32.836,SC4431,REM
49.343,32.657,SC4431,REM
49.34,28.881,SC4431,REM
47.596,32.812,SC4431,REM
48.16,31.278,SC4431,REM
48.739,35.331,SC4431,REM
48.397,32.968,SC4431,REM
49.255,33.64,SC4431,REM
49.205,32.964,SC4431,REM
46.749,32.827,SC4431,REM
48.034,33.433,SC4431,REM
49.627,34.005,SC4431,REM
49.407,31.542,SC4431,REM
48.438,31.513,SC4431,REM
48.494,30.236,SC4431,REM
-4.276,1.874,SC4461,W
-5.484,2.974,SC4461,W
-4.641,4.086,SC4461,W
-5.571,0.369,SC4461,W
-4.832,3.199,SC4461,W
-6.567,1.337,SC4461,W
-4.192,-0.201,SC4461,W
-6.681,0.941,SC4461,W
-5.408,-0.303,SC4461,W
-5.04,4.122,SC4461,W
-1.404,-2.015,SC4461,W
-2.573,-0.023,SC4461,W
-5.87,4.046,SC4461,W
-5.746,3.933,SC4461,W
-5.253,2.426,SC4461,W
10.912,13.871,SC4461,W
-2.879,-0.12,SC4461,W
-5.442,2.8,SC4461,W
-4.964,-1.422,SC4461,W
4.801,37.293,SC4461,W
-5.372,-2.002,SC4461,W
-4.69,4.199,SC4461,W
-5.464,-2.273,SC4461,W
-5.282,0.59,SC4461,W
-4.567,-0.796,SC4461,W
-5.556,2.962,SC4461,W
-5.041,-1.603,SC4461,W
-5.442,1.59,SC4461,W
-4.056,9.054,SC4461,W
-5.593,3.95,SC4461,W
-8.126,-3.362,SC4461,W
-1.93,-0.576,SC4461,W
-4.232,1.913,SC4461,W
-4.733,4.061,SC4461,W
-42.068,24.044,SC4461,W
-3.796,-0.139,SC4461,W
-5.77,6.368,SC4461,W
-6.762,1.707,SC4461,W
-5.853,4.014,SC4461,W
-5.461,4.662,SC4461,W
-12.665,48.183,SC4461,N1
-23.21,45.737,SC4461,N1
-9.686,50.36,SC4461,N1
-26.946,44.383,SC4461,N1
-22.283,48.547,SC4461,N1
-20.019,44.472,SC4461,N1
-4.706,48.455,SC4461,N1
36.683,-8.47,SC4461,N1
-13.248,51.79,SC4461,N1
-23.1,46.139,SC4461,N1
-23.802,43.366,SC4461,N1
-21.408,45.44,SC4461,N1
-12.133,51.626,SC4461,N1
-21.663,47.522,SC4461,N1
-19.755,45.578,SC4461,N1
-20.33,45.968,SC4461,N1
-23.912,43.308,SC4461,N1
-4.763,56.58,SC4461,N1
-20.103,45.627,SC4461,N1
-21.4,47.412,SC4461,N1
-20.322,45.13,SC4461,N1
40.312,-7.763,SC4461,N1
-22.668,47.216,SC4461,N1
36.821,-8.574,SC4461,N1
-5.548,59.173,SC4461,N1
-24.766,43.847,SC4461,N1
-26.8,46.737,SC4461,N1
-12.226,49.462,SC4461,N1
-12.513,51.633,SC4461,N1
-22.241,49.08,SC4461,N1
40.306,-7.565,SC4461,N1
-5.654,59.081,SC4461,N1
-22.813,46.98,SC4461,N1
-20.102,45.557,SC4461,N1
-20.208,46.089,SC4461,N1
-19.154,44.967,SC4461,N1
-22.292,48.8,SC4461,N1
-22.174,48.364,SC4461,N1
-19.319,44.845,SC4461,N1
-20.159,45.483,SC4461,N1
-14.631,49.409,SC4461,N2
-14.122,48.931,SC4461,N2
-16.858,48.562,SC4461,N2
-11.72,58.748,SC4461,N2
-13.664,45.721,SC4461,N2
-21.489,47.489,SC4461,N2
-21.242,47.572,SC4461,N2
-16.449,48.414,SC4461,N2
-19.898,49.317,SC4461,N2
-13.899,45.226,SC4461,N2
-16.269,48.509,SC4461,N2
-19.907,48.008,SC4461,N2
-12.971,45.558,SC4461,N2
-20.752,46.369,SC4461,N2
-16.93,48.546,SC4461,N2
-18.374,48.366,SC4461,N2
-18.583,48.342,SC4461,N2
-13.972,46.015,SC4461,N2
-13.448,48.248,SC4461,N2
-11.682,58.782,SC4461,N2
-11.726,58.766,SC4461,N2
-13.409,53.357,SC4461,N2
-13.263,48.322,SC4461,N2
-20.291,48.744,SC4461,N2
-11.666,53.139,SC4461,N2
-13.422,47.896,SC4461,N2
